name,elevation_ft,iso_country,iso_region,continent
Ikoma Gliderfield,1916.0,JP,JP-29,AS
Fukunaga Airfield,3.0,JP,JP-22,AS
Matsudo Airfield,103.0,JP,JP-12,AS
Narashino West Airfield,98.0,JP,JP-12,AS
Narashino East Airfield,85.0,JP,JP-12,AS
Funabashi Heliport,41.0,JP,JP-12,AS
Mikatahara Airfield,190.0,JP,JP-22,AS
Tenryu Airfield,2.0,JP,JP-22,AS
Yoshioka Airfield,,JP,JP-22,AS
Excelsior Kakegawa Helipad,,JP,JP-22,AS
Kakegawa Inbound Parking Area Heliport,482.0,JP,JP-22,AS
Kakegawa Outbound Parking Area Heliport,515.0,JP,JP-22,AS
Toyohashi Naval Airfield,,JP,JP-23,AS
Takashigahara Airfield,88.0,JP,JP-23,AS
Bato Airfield,128.0,JP,JP-23,AS
Nukata Auxiliary Airfield,768.0,JP,JP-23,AS
Meiji Airfield,33.0,JP,JP-23,AS
Oe Airfield,16.0,JP,JP-23,AS
Nagoya Airfield,3.0,JP,JP-23,AS
Aichi Nagatoku Seaplane Base,,JP,JP-23,AS
Nagoya International Airfield,3.0,JP,JP-23,AS
Asterio Kitahorie Building Helipad,,JP,JP-27,AS
Sanctus Tower Osaka Hibiki-no-machi Helipad,,JP,JP-27,AS
Trusco Glen Check Building Helipad,,JP,JP-27,AS
Geo Shinmachi Helipad,,JP,JP-27,AS
Sanmaison Shinsaibashi Celebrite Helipad,,JP,JP-27,AS
Laurel Tower Shinsaibashi Helipad,,JP,JP-27,AS
Shinsaibashi Opa Helipad,,JP,JP-27,AS
Elsa Grace Horie Riverfront Stage Helipad,,JP,JP-27,AS
Proud Tower Kobe Kenchomae Helipad,,JP,JP-28,AS
Banchu Shinkin Bank Sannomiya Branch Helipad,,JP,JP-28,AS
Sannomiya Central Building Helipad,,JP,JP-28,AS
Kobe Municipal Fire Department Heliport,,JP,JP-28,AS
Higashimachi-Edomachi Building Helipad,,JP,JP-28,AS
Meiji Yasuda Life Kobe Building Helipad,,JP,JP-28,AS
Clefy Sannomiya Helipad,,JP,JP-28,AS
Mint Kobe Helipad,,JP,JP-28,AS
Central Fire Station Heliport,,JP,JP-28,AS
El Grace Kobe Sannomiya Tower Stage Helipad,,JP,JP-28,AS
Wakohre Kobe Nada Tower Helipad,,JP,JP-28,AS
Nissay Sannomiya Building Helipad,,JP,JP-28,AS
Imaichi Airfield,922.0,JP,JP-09,AS
Kiyohara Airfield,420.0,JP,JP-09,AS
Onohara Airfield,310.0,JP,JP-09,AS
Mibu Airfield,249.0,JP,JP-09,AS
Mitakegahara Training Airfield,,JP,JP-03,AS
Oshuku Gliderfield,,JP,JP-03,AS
NHO Nanbucho Medical Center Heliport,,JP,JP-02,AS
JGSDF Camp Moriyama Heliport,,JP,JP-23,AS
JGSDF Camp Asaka Heliport,131.0,JP,JP-11,AS
JGSDF Camp Akita Heliport,33.0,JP,JP-05,AS
JGSDF Camp Amami Heliport,607.0,JP,JP-46,AS
JGSDF Camp Funaoka Heliport,36.0,JP,JP-04,AS
Hisai Airfield,66.0,JP,JP-24,AS
JGSDF Camp Iizuka Heliport,98.0,JP,JP-40,AS
JGSDF Camp Jinmachi Heliport,436.0,JP,JP-06,AS
JGSDF Camp Jujo Heliport,62.0,JP,JP-13,AS
JGSDF Camp Kamifurano Heliport,699.0,JP,JP-01,AS
Japan Red Cross Mito Hospital Heliport,,JP,JP-08,AS
Hasegawa Airfield,1978.0,JP,JP-20,AS
JGSDF Camp Matsumoto Heliport,1975.0,JP,JP-20,AS
Self Defense Forces Central Hospital Heliport,,JP,JP-13,AS
Nonaka Heliport,669.0,JP,JP-28,AS
Hyogo College of Medicine Sasayama Medical Center Helipad,705.0,JP,JP-28,AS
Okazaki Service Area Heliport,398.0,JP,JP-23,AS
ZENT Maeda Heliport,144.0,JP,JP-23,AS
Toyota City Fire Department Heliport,115.0,JP,JP-23,AS
Hotel Toyota Castle Helipad,,JP,JP-23,AS
Sayama Airfield,159.0,JP,JP-11,AS
Misawa Heliport,148.0,JP,JP-11,AS
Suwatani Heliport,833.0,JP,JP-33,AS
Ieshima Heliport,207.0,JP,JP-28,AS
Bozejima Heliport,,JP,JP-28,AS
Osakikamijima Heliport,7.0,JP,JP-34,AS
Okamurajima Heliport,7.0,JP,JP-38,AS
Ogakicho Heliport,7.0,JP,JP-34,AS
Yamabe Heliport,1470.0,JP,JP-27,AS
Kawaji Helipad,198.0,JP,JP-23,AS
Takano Heliport,1778.0,JP,JP-34,AS
Tangajima Airstrip,26.0,JP,JP-28,AS
Nishijima Helipad,37.0,JP,JP-28,AS
Toyonari Airfield,30.0,JP,JP-12,AS
Chiba Prefectural Police Academy Heliport,36.0,JP,JP-12,AS
Yokoshiba Airfield,23.0,JP,JP-12,AS
Itazuma Airfield,1854.0,JP,JP-22,AS
Sakai Ohama Airfield,,JP,JP-27,AS
Koromogahara Airfield,210.0,JP,JP-23,AS
Nagoya Air Base,299.0,JP,JP-23,AS
Kowa Seaplane Base,,JP,JP-23,AS
Chita Flying Club Airstrip,123.0,JP,JP-23,AS
Nakanodai Airfield,55.0,JP,JP-12,AS
Koga Airfield,109.0,JP,JP-08,AS
Kazuma Heliport,1903.0,JP,JP-13,AS
Kobu Tunnel Heliport,2028.0,JP,JP-13,AS
Kurakake Heliport,2710.0,JP,JP-13,AS
Shirosato Auxiliary Airfield,70.0,JP,JP-08,AS
Brillia 1st Tower Helipad,,JP,JP-13,AS
Kachidoki View Tower Helipad,,JP,JP-13,AS
Plaza Tower Kachidoki Helipad,,JP,JP-13,AS
Sun City Ginza East Helipad,,JP,JP-13,AS
Capital Gate Place Tower Helipad,,JP,JP-13,AS
I-Mark Tower Helipad,,JP,JP-13,AS
Park Axis Aoyama 1-Chome Tower Helipad,,JP,JP-13,AS
Teikoku Databank Head Office Building Helipad,,JP,JP-13,AS
Jikei University School of Medicine Heliport,,JP,JP-13,AS
Motoazabu Hills Forest Tower Helipad,,JP,JP-13,AS
Sumitomo Real Estate Nishi-Shinjuku Building Helipad,,JP,JP-13,AS
Tokyo Metropolitan Bokuto Hospital Heliport,,JP,JP-13,AS
Laurel Court Shinjuku Tower Helipad,,JP,JP-13,AS
Tokyo Metropolitan Hiroo Hospital Heliport,,JP,JP-13,AS
Marui Group Helipad,,JP,JP-13,AS
Tokyo Metropolitan Police Hospital Heliport,,JP,JP-13,AS
Rise City Ikebukuro Helipad,,JP,JP-13,AS
Brillia Tower Ikebukuro Helipad,,JP,JP-13,AS
Keidanren Kaikan Helipad,,JP,JP-13,AS
Park City Chuo Minato Tower Helipad,,JP,JP-13,AS
Lieto Court Arx Tower Helipad,,JP,JP-13,AS
Daiwa River Gate Helipad,,JP,JP-13,AS
Kunugi Heliport,38.0,JP,JP-08,AS
Kodama Airfield,292.0,JP,JP-11,AS
Ota Memorial Hospital Heliport,151.0,JP,JP-10,AS
Otomi Heliport,65.0,JP,JP-18,AS
Kimino Heliport,483.0,JP,JP-30,AS
Koya Heliport,2556.0,JP,JP-30,AS
Ibukijima Heliport,302.0,JP,JP-37,AS
Nishi-Heigun Heliport,3.0,JP,JP-35,AS
Heigun Heliport,2.0,JP,JP-35,AS
Tachibana Wind Park,7.0,JP,JP-35,AS
Ibaraki Prefectural Central Hospital Heliport,163.0,JP,JP-08,AS
Gajajima Heliport,,JP,JP-46,AS
Former Tanegashima Airport,,JP,JP-46,AS
Maesawa Heliport,371.0,JP,JP-03,AS
Kitakami Heliport,349.0,JP,JP-03,AS
Morioka Heliport,381.0,JP,JP-03,AS
Shijushida Dam Helipad,600.0,JP,JP-03,AS
Gosho Dam Heliport,633.0,JP,JP-03,AS
Yoshima Heliport,16.0,JP,JP-37,AS
Honjima Heliport,13.0,JP,JP-37,AS
Sanuki-Hiroshima Heliport,7.0,JP,JP-37,AS
Kaisei Hospital Heliport,,JP,JP-37,AS
Shikoku Medical Center Heliport,95.0,JP,JP-37,AS
Kumamoto Senior Hospital,,JP,JP-43,AS
JCHO Kumamoto General Hospital,,JP,JP-43,AS
Tomitaka Airfield,,JP,JP-45,AS
NHI Saigo Hospital Heliport,,JP,JP-45,AS
Kawaminami Hospital Heliport,259.0,JP,JP-45,AS
Hodono Helipad,4656.0,JP,JP-20,AS
Yaegouchi Heliport,1276.0,JP,JP-20,AS
Tenryu Heliport,904.0,JP,JP-20,AS
Sakuma Lake Helipad,951.0,JP,JP-23,AS
Tsugu Heliport,2274.0,JP,JP-23,AS
Mishima Heliport,259.0,JP,JP-22,AS
Nakaisaido Heliport,246.0,JP,JP-14,AS
Daikeien Heliport,102.0,JP,JP-12,AS
Moriya Service Area Heliport,39.0,JP,JP-08,AS
Hikone Kojinyama Hangglider Park,289.0,JP,JP-25,AS
Hattabara Dam Heliport,830.0,JP,JP-34,AS
Secom HD Center Nabari Heliport,738.0,JP,JP-24,AS
Nabari Municipal Hospital Heliport,846.0,JP,JP-24,AS
Iga Airfield,540.0,JP,JP-24,AS
Araki Heliport,593.0,JP,JP-24,AS
Ueno General Hospital Heliport,561.0,JP,JP-24,AS
Niimi Chiya Heliport,1300.0,JP,JP-33,AS
Takahashi Central Hospital Heliport,292.0,JP,JP-33,AS
Shinnihon Helicopter Numata Heliport,1582.0,JP,JP-10,AS
Sonohara Dam Heliport,2048.0,JP,JP-10,AS
Numatagawa Heliport,20.0,JP,JP-34,AS
Enshu-Morimachi Inbound Parking Area Heliport,230.0,JP,JP-22,AS
Enshu-Morimachi Outbound Parking Area Heliport,203.0,JP,JP-22,AS
Iwata General Hospital Heliport,240.0,JP,JP-22,AS
Naramata Dam Heliport,3054.0,JP,JP-10,AS
Minakami Heliport,2507.0,JP,JP-10,AS
Tsukiyono Heliport,1211.0,JP,JP-10,AS
Nishi-Agatsuma Welfare Hospital Heliport,2539.0,JP,JP-10,AS
JASDF Kasatoriyama Sub Base Heliport,2635.0,JP,JP-24,AS
Roadside Station Doshi Heliport,2306.0,JP,JP-19,AS
Hayakawa Heliport,2028.0,JP,JP-19,AS
Nishiyama Onsen Heliport,2293.0,JP,JP-19,AS
JMSDF Yura Naval Base Heliport,10.0,JP,JP-30,AS
Yura Emergency Helipad,184.0,JP,JP-30,AS
Ishii Riverside Emergency Station Heliport,59.0,JP,JP-36,AS
Roadside Station Itano Heliport,20.0,JP,JP-36,AS
Hoetsu Hospital Heliport,141.0,JP,JP-36,AS
Miyakonojo West Airfield,,JP,JP-45,AS
Kasanohara Airfield,,JP,JP-46,AS
Ebihara General Hospital Heliport,20.0,JP,JP-45,AS
Medical City Tobu Hospital Heliport,617.0,JP,JP-45,AS
Kobayashi Municipal Hospital Heliport,696.0,JP,JP-45,AS
Nankai Medical Center Heliport,,JP,JP-44,AS
Miyakonojo City Gunishikai Hospital Heliport,,JP,JP-45,AS
Miyakonojo Shinsei Hospital Heliport,,JP,JP-45,AS
Nichinan Fire Heliport,46.0,JP,JP-45,AS
NHO Nagasaki Kawatana Medical Center Heliport,107.0,JP,JP-42,AS
NHO Nagasaki Medical Center Heliport,,JP,JP-42,AS
Nagasaki University Hospital Heliport,146.0,JP,JP-42,AS
Nagasaki Goto Central Hospital,141.0,JP,JP-42,AS
Nagasaki Shinbun Heliport,,JP,JP-42,AS
JCHO Isahaya General Hospital Heliport,206.0,JP,JP-42,AS
JMSDF Sasebo Base Sakibe Heliport,3.0,JP,JP-42,AS
Akasaki Heliport,3.0,JP,JP-42,AS
Nosegawa Heliport,2033.0,JP,JP-29,AS
Fuki Heliport,1919.0,JP,JP-30,AS
Akagi Helicopter Yoshino Base,705.0,JP,JP-29,AS
Sone Heliport,3.0,JP,JP-24,AS
Nunome Dam Emergency Helicopter Landing Zone,919.0,JP,JP-29,AS
Nara Velodrome Emergency Helipad,256.0,JP,JP-29,AS
Kashihara Sports Park Emergency Helipad,217.0,JP,JP-29,AS
Saga Horse Racetrack Emergency Helipad,98.0,JP,JP-41,AS
Yobuko Sports Center Emergency Helipad,177.0,JP,JP-41,AS
Kitashigeyasu Athletic Field Emergency Helipad,7.0,JP,JP-41,AS
Kamimine Central Park Emergency Helipad,8.0,JP,JP-41,AS
Maruyama Baseball Field Emergency Helipad,130.0,JP,JP-41,AS
Mine Athletic Field Emergency Helipad,1.0,JP,JP-41,AS
Hinokuma Park Emergency Helipad,80.0,JP,JP-41,AS
Kasuga Sports Square Emergency Heliport,70.0,JP,JP-41,AS
Saga City Kawasoe Sports Park Emergency Heliport,3.0,JP,JP-41,AS
Ushizu Multipurpose Park Emergency Helipad,3.0,JP,JP-41,AS
Kurayoshi Emergency Heliport,56.0,JP,JP-31,AS
Tottori Prefectural Central Hospital Heliport,,JP,JP-31,AS
Tottori Riverside Heliport,,JP,JP-31,AS
Iwatsubo Heliport,696.0,JP,JP-31,AS
Yumura Hot Springs Heliport,1040.0,JP,JP-28,AS
Ido Heliport,144.0,JP,JP-28,AS
Hatta Heliport,502.0,JP,JP-28,AS
Tono Dam Heliport,761.0,JP,JP-31,AS
Funaoka Bamboo Forest Park Emergency Helipad,324.0,JP,JP-31,AS
Hoki Municipal Multipurpose Sports Park Emergency Helipad,863.0,JP,JP-31,AS
Iwami Municipal Multipurpose Sports Field Emergency Helipad,20.0,JP,JP-31,AS
Kurayoshi Velodrome Emergency Helipad,646.0,JP,JP-31,AS
Koge Athletic Field Emergency Helipad,226.0,JP,JP-31,AS
Koge Baseball Field Emergency Helipad,259.0,JP,JP-31,AS
Miho Park Emergency Helipad,10.0,JP,JP-31,AS
Takaoka Municipal Hospital Heliport,,JP,JP-16,AS
Kawahara Botanical Gardens Heliport,16.0,JP,JP-16,AS
Hokuriku Central Hospital Heliport,95.0,JP,JP-16,AS
Tonami General Hospital Heliport,,JP,JP-16,AS
Kurobe Municipal Hospital Heliport,,JP,JP-16,AS
Kamoshima Bridge Emergency Heliport,156.0,JP,JP-16,AS
Tateyama Caldera Sabo Museum Heliport,,JP,JP-16,AS
Babajima Heliport,2507.0,JP,JP-16,AS
Mogami River Upstream Riverside Greenbelt Emergency Helipad,820.0,JP,JP-06,AS
Mizunobe Training Center Emergency Helipad,294.0,JP,JP-06,AS
Tengendai Ski Resort Emergency Helipad,4266.0,JP,JP-06,AS
Yonezawa Heliport,862.0,JP,JP-06,AS
Yashiro Airfield,323.0,JP,JP-28,AS
Okayama Airfield,115.0,JP,JP-40,AS
Tachiarai Factory Airfield,82.0,JP,JP-18,AS
Tachiarai East Airfield,142.0,JP,JP-18,AS
Tachiarai North Airfield,89.0,JP,JP-18,AS
Saigawa Airfield,51.0,JP,JP-40,AS
Osaka City Juso Hospital Heliport,,JP,JP-27,AS
Takeda Pharmaceuticals Helipad 1,,JP,JP-27,AS
Takeda Pharmaceuticals Helipad 2,,JP,JP-27,AS
Sukumo Seaplane Base,,JP,JP-39,AS
Kamimurashima Airfield,72.0,JP,JP-38,AS
Hikone Municipal Hospital Heliport,,JP,JP-25,AS
Omihachiman Municipal Medical Center Heliport,295.0,JP,JP-25,AS
Sumiyoshikan View Tower Helipad,,JP,JP-28,AS
Sumiyoshigawa Riverside Forums Residence Helipad,,JP,JP-28,AS
Proud Tower Sumiyoshi Helipad,,JP,JP-28,AS
Kilala Sumiyoshi Helipad,,JP,JP-28,AS
Mikage Tower Residence Helipad,,JP,JP-28,AS
JMSDF Hanshin Sub Base Heliport,7.0,JP,JP-28,AS
Amagasaki General Medical Center Heliport,,JP,JP-28,AS
Kansai Senior Hospital Heliport,,JP,JP-28,AS
Former Hahajima Heliport,190.0,JP,JP-13,AS
Aizumisato Heliport,690.0,JP,JP-07,AS
Yakejima Airfield,,JP,JP-15,AS
Bandaijima Airfield,,JP,JP-15,AS
Sanjo Heliport,23.0,JP,JP-15,AS
Atagohara Airfield,138.0,JP,JP-15,AS
Japan Red Cross Nagaoka Hospital Heliport,84.0,JP,JP-15,AS
Toyooka Public Hospital Heliport,144.0,JP,JP-28,AS
Mie Prefectural Fire Academy Heliport,129.0,JP,JP-24,AS
Takanoo Naval Air Base,141.0,JP,JP-24,AS
Suzuka Number 1 (Asahigaoka) Airfield,,JP,JP-24,AS
Suzuka Number 2 (Tamagaki) Airfield,,JP,JP-24,AS
Tatsuta Heliport,,JP,JP-24,AS
Tatsuco Building Helipad,,JP,JP-23,AS
Centirise Sakae Helipad,,JP,JP-23,AS
Otsutsu Electric Building Helipad,,JP,JP-23,AS
Grass City Sakae Helipad,,JP,JP-23,AS
Tenryu Heliport,,JP,JP-22,AS
Furi Heliport,,JP,JP-23,AS
Yuminokimoto Heliport,,JP,JP-23,AS
Nagano Prefectural Anan Hospital Heliport,,JP,JP-20,AS
Amikake Tunnel East Entrance Helipad,,JP,JP-20,AS
Enasan Tunnel West Entrance Helipad,,JP,JP-21,AS
Senzu Dam Heliport,,JP,JP-22,AS
Obara Heliport,,JP,JP-22,AS
Tomiyama Emergency Helipad,,JP,JP-23,AS
Toyone Heliport,,JP,JP-23,AS
Shimada General Medical Center Heliport,,JP,JP-22,AS
Chubu Electric Power Kawanehon Power Center Heliport,,JP,JP-22,AS
Ikawa Heliport,,JP,JP-22,AS
Nekko Heliport,,JP,JP-19,AS
Yamanashi Prefectural Police Heliport,,JP,JP-19,AS
Hirabayashi Heliport,,JP,JP-19,AS
Chevron Japan Omaezaki Plant Heliport,,JP,JP-22,AS
Omaezaki Municipal Hospital Heliport,,JP,JP-22,AS
Otsuki Heliport,,JP,JP-19,AS
Ohsugo Heliport,,JP,JP-07,AS
Daigo Fire Department Heliport,,JP,JP-08,AS
Hitachiomiya Roadside Station Heliport,,JP,JP-08,AS
Noguchi Heliport,,JP,JP-08,AS
Kasugai Municipal Hospital West Heliport,,JP,JP-23,AS
Kasugai Municipal Hospital East Heliport,,JP,JP-23,AS
Kasugai Interchange Heliport,161.0,JP,JP-23,AS
Nagoya City University West Medical Center Heliport,,JP,JP-23,AS
Shimoyama District Heliport,1348.0,JP,JP-23,AS
Koganezaki Crystal Park Emergency Heliport,30.0,JP,JP-22,AS
Anjo-misaki Community Park Emergency Heliport,33.0,JP,JP-22,AS
Ihama Heliport,915.0,JP,JP-22,AS
Miyagahara Heliport,1037.0,JP,JP-22,AS
Sumitomo Real Estate Korakuen Building Helipad,,JP,JP-13,AS
Atlas Tower Koishikawa Helipad,,JP,JP-13,AS
Tokyo Dome Hotel Helipad,,JP,JP-13,AS
Japan Housing Finance Agency Building Helipad,,JP,JP-13,AS
Court Resident Tower Helipad,,JP,JP-13,AS
Koraku Mori Building Helipad,,JP,JP-13,AS
Tokyo Kuseikan Helipad,,JP,JP-13,AS
Daiwa House Tokyo Building Helipad,,JP,JP-13,AS
Ochanomizu Sola City Academia Helipad,,JP,JP-13,AS
Waterras Tower Residence Helipad,,JP,JP-13,AS
Sumitomo Real Estate Akihabara Ekimae Building Helipad,,JP,JP-13,AS
Hitachi Software Towers A Helipad,,JP,JP-13,AS
Hitachi Software Towers B Helipad,,JP,JP-13,AS
Shinagawa Seaside East Tower Helipad,,JP,JP-13,AS
Brillia Tower Shinagawa Seaside Helipad,,JP,JP-13,AS
Shinagawa Seaside View Tower 1 Helipad,,JP,JP-13,AS
Prime Parks Shinagawa Seaside Tower Helipad,,JP,JP-13,AS
Shinagawa Seaside South Tower Helipad,,JP,JP-13,AS
Crest Tower Shinagawa Seaside Helipad,,JP,JP-13,AS
Proud Tower Chiyoda Fujimi Helipad,,JP,JP-13,AS
Garden Air Tower Helipad,,JP,JP-13,AS
Tokyo Shigoto Center Helipad,,JP,JP-13,AS
Komaki Interchange Heliport,66.0,JP,JP-23,AS
Aisai Heliport,33.0,JP,JP-23,AS
ACS Heliport,49.0,JP,JP-23,AS
Nagoya Medical Center Heliport,,JP,JP-23,AS
Fushimi Life Plaza Helipad,,JP,JP-23,AS
Shin-Yurigaoka General Hospital Heliport,,JP,JP-14,AS
Gifu Prefectural General Medical Center Heliport,,JP,JP-21,AS
Hassoyama Heliport,806.0,JP,JP-23,AS
Asano Park Heliport,443.0,JP,JP-21,AS
Kakamigahara Heliport,68.0,JP,JP-21,AS
Nagaragawa Park Heliport,62.0,JP,JP-21,AS
Inazawa Heliport,10.0,JP,JP-23,AS
Shimizu Parking Area Heliport,712.0,JP,JP-22,AS
Okueigenji Keiryunosato Rest Area Emergency Heliport,981.0,JP,JP-25,AS
Kainan Hospital Heliport,,JP,JP-23,AS
Yashima Heliport,7.0,JP,JP-35,AS
Okushi Heliport,3.0,JP,JP-34,AS
Nakano Welfare Hospital Heliport,260.0,JP,JP-21,AS
Yuzukami Airfield,466.0,JP,JP-09,AS
Ibaraki Prefectural Police Heliport,,JP,JP-08,AS
Mie North Medical Center Inabe General Hospital Heliport,266.0,JP,JP-24,AS
Kizawa Memorial Hospital Heliport,221.0,JP,JP-21,AS
Kamiosu Dam Heliport,1677.0,JP,JP-21,AS
Kawaura Dam Heliport,3380.0,JP,JP-21,AS
Amehata Heliport,1493.0,JP,JP-19,AS
Jikkoku Heliport,1650.0,JP,JP-19,AS
Yamasaki Interchange Heliport,305.0,JP,JP-28,AS
Nishiki Heliport,292.0,JP,JP-24,AS
Arima Heliport,23.0,JP,JP-24,AS
Kumano Heliport,154.0,JP,JP-24,AS
Nachi Harbor Heliport,3.0,JP,JP-30,AS
Taiji Heliport,33.0,JP,JP-30,AS
Kushimoto Municipal Hospital Heliport,159.0,JP,JP-30,AS
Kushimoto Seaplane Base,,JP,JP-30,AS
Shionomisaki (Isade) Airfield,220.0,JP,JP-30,AS
Ashiyasuashikura Helipad,4439.0,JP,JP-19,AS
Nirasaki Heliport,1188.0,JP,JP-19,AS
Yamanashi Prefectural General Hospital Heliport,,JP,JP-19,AS
Kariyama Heliport,682.0,JP,JP-39,AS
National Cerebral and Cardiovascular Center Heliport,,JP,JP-27,AS
Bansei Airfield,15.0,JP,JP-46,AS
Jonohira Heliport,299.0,JP,JP-39,AS
Yasui Heliport,311.0,JP,JP-38,AS
Haraizawa Heliport,3520.0,JP,JP-20,AS
Chikamori Hospital Heliport,,JP,JP-39,AS
Kochi Health Sciences Center Heliport,58.0,JP,JP-39,AS
Kochi Medical Center Heliport,,JP,JP-39,AS
Suwa Central Hospital Heliport,,JP,JP-20,AS
Tatsuda Auxiliary Airfield,3.0,JP,JP-23,AS
Onomichi Seaplane Base,,JP,JP-34,AS
Setouchi Seaplanes Beppu Seaplane Base,,JP,JP-44,AS
Yotsudanbara Airfield,95.0,JP,JP-04,AS
Minamiyama Airfield,869.0,JP,JP-06,AS
Mamurogawa Airfield,394.0,JP,JP-06,AS
Ina Airfield,2323.0,JP,JP-20,AS
Ina Interchange Heliport,2477.0,JP,JP-20,AS
Suwa Interchange Heliport,2526.0,JP,JP-20,AS
Hoshi General Hospital Heliport,,JP,JP-07,AS
Kumotoriyama Heliport,5732.0,JP,JP-19,AS
Kosuge Heliport,2448.0,JP,JP-19,AS
Tabayama Heliport,2205.0,JP,JP-19,AS
Gobo Heliport,49.0,JP,JP-30,AS
Ise Municipal General Hospital Heliport,,JP,JP-24,AS
Ichishicho Gliderport,52.0,JP,JP-24,AS
Japan Red Cross Ise Hospital Heliport,,JP,JP-24,AS
Karasu Heliport,8.0,JP,JP-24,AS
Aridagawa Fire Department Heliport,205.0,JP,JP-30,AS
Nushima Heliport,85.0,JP,JP-28,AS
Hodono Heliport,2336.0,JP,JP-39,AS
Gohoku Heliport,312.0,JP,JP-39,AS
Kamiike Heliport,1460.0,JP,JP-39,AS
Inono Heliport,727.0,JP,JP-39,AS
Tochimoto Heliport,3494.0,JP,JP-11,AS
Hirahara Heliport,3507.0,JP,JP-10,AS
Akago Airfield,702.0,JP,JP-35,AS
Gujo Municipal Hospital Heliport,699.0,JP,JP-21,AS
Gifu Prefectural Gero Onsen Hospital,,JP,JP-21,AS
Iwaya Dam Heliport,1388.0,JP,JP-21,AS
Kuzuryu Dam Heliport,1841.0,JP,JP-18,AS
Kumiai Kosei Hospital Heliport,1824.0,JP,JP-21,AS
Okawara Helipad,2434.0,JP,JP-20,AS
Oshika Heliport,2191.0,JP,JP-20,AS
Japan Red Cross Suwa Hospital Heliport,2520.0,JP,JP-20,AS
Nagano Prefecture Saku Joint Government Building Helipad,2205.0,JP,JP-20,AS
Saku General Hospital Heliport,2352.0,JP,JP-20,AS
Makio Dam Heliport,2838.0,JP,JP-20,AS
Miura Dam Heliport,4344.0,JP,JP-20,AS
Sodegaura Forest Raceway Heliport,335.0,JP,JP-12,AS
Miki Heliport,236.0,JP,JP-12,AS
Eastern Chiba Medical Center Heliport,253.0,JP,JP-12,AS
Mobara Twin Circuit Heliport,174.0,JP,JP-12,AS
Namerikawa Heliport,3632.0,JP,JP-20,AS
Iida Interchange Heliport,1808.0,JP,JP-20,AS
Iida Sports Park Heliport,1772.0,JP,JP-20,AS
Okuma Airfield,30.0,JP,JP-47,AS
Henoko Airfield,30.0,JP,JP-47,AS
Kin Airfield,180.0,JP,JP-47,AS
Camp Hansen Heliport,177.0,JP,JP-47,AS
LZ Magpie Heliport,276.0,JP,JP-47,AS
Ena Interchange Heliport,951.0,JP,JP-21,AS
Ena Municipal Hospital Heliport,1030.0,JP,JP-21,AS
Fuefuki Heliport,1434.0,JP,JP-19,AS
Enzan Heliport,4449.0,JP,JP-19,AS
Higashi-Yamanashi Fire Department Heliport,1234.0,JP,JP-19,AS
Otaki Heliport,3442.0,JP,JP-11,AS
Sumitomo Real Estate Shinjuku Garden Tower Helipad,,JP,JP-13,AS
Dia Palace U Arena Helipad,,JP,JP-11,AS
National Healthcare Organization Tachikawa Campus Heliport,,JP,JP-13,AS
Chichibu Heliport,1325.0,JP,JP-11,AS
Yoshida Torikata Multipurpose Park Heliport,600.0,JP,JP-11,AS
Chichibu Hospital Heliport,794.0,JP,JP-11,AS
Hiki District Fire Department Heliport,269.0,JP,JP-11,AS
Otabe Heliport,1572.0,JP,JP-11,AS
JGM Royal Golf Club Heliport,672.0,JP,JP-11,AS
Kaminaguri Helipad,1053.0,JP,JP-11,AS
Saitama Medical University International Medical Center Heliport,,JP,JP-11,AS
Hanno Green Country Club Heliport,728.0,JP,JP-11,AS
Urayasu Brighton Hotel Tokyo Bay Helipad,,JP,JP-12,AS
Air Residence Shin-Urayasu West Helipad,,JP,JP-12,AS
Air Residence Shin-Urayasu East Helipad,,JP,JP-12,AS
Aqua Town Nayabashi Office Building Helipad,,JP,JP-23,AS
Green Building Helipad,,JP,JP-23,AS
NEC Chubu Building Helipad,,JP,JP-23,AS
Nagoya International Center Helipad,,JP,JP-23,AS
Tokyo University Hakusan Campus Heliport,,JP,JP-13,AS
Nippon Medical School Hospital Heliport,,JP,JP-13,AS
Sun Claire Ikeshita Helipad,,JP,JP-23,AS
Grande Maison Ikeshita Tower Helipad,,JP,JP-23,AS
Fukiage Hall Helipad,,JP,JP-23,AS
Alpen Marunouchi Tower Helipad,,JP,JP-23,AS
Token Corporation Building,,JP,JP-23,AS
Taijuseimei Nagoya Building Helipad,,JP,JP-23,AS
Orix Nagoya Nishiki Building Helipad,,JP,JP-23,AS
MI Terrace Nagoya Fushimi Helipad,,JP,JP-23,AS
Nagoya Intercity Helipad,,JP,JP-23,AS
Misonoza Tower Helipad,,JP,JP-23,AS
Nagoya City Science Museum Helipad,,JP,JP-23,AS
Daido Hospital Heliport,,JP,JP-23,AS
Maeyama Heliport,70.0,JP,JP-08,AS
MPA Marina Heliport,8.0,JP,JP-23,AS
Yuge Heliport,3.0,JP,JP-38,AS
Iwagi Heliport,7.0,JP,JP-38,AS
Ami Seaplane Base,,JP,JP-08,AS
Kannonyama Heliport,4619.0,JP,JP-20,AS
Hotel Rosa Blanca Heliport,692.0,JP,JP-24,AS
Kamimise Heliport,271.0,JP,JP-24,AS
Minamiise Municipal Hospital Heliport,312.0,JP,JP-24,AS
Mie Prefectural Shima Hospital,,JP,JP-24,AS
